"","responseid","RMTQ","OPEN","CONSC","EXTRA","AGREE","NEURO","specism","RSE","selfcontrol","hightemp","socialt","solitaryt","riska","anxiety","avoidance","stress","socialdiversity","networksize","socialembedded","prejafr","rwa","lonely","SDO","DASS","WEMWBS","OVP","intuition","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic","STRAQ"
"49","R_1nMWlYDN7tWq6YX",3.05555555555556,4.04166666666667,2.20833333333333,3.21739130434783,4.08333333333333,2.70833333333333,1.66666666666667,2.2,4.07692307692308,3.57142857142857,2.4,3.75,3.33333333333333,3.66666666666667,2.66666666666667,3,6,20,4,1.6,3.35,3.45,6.375,1.6,3.57142857142857,3.6875,8.25,3.6875,2.66666666666667,3.16666666666667,2.1,2.11111111111111,1.66666666666667,3.44444444444444,6.18181818181818,1.68421052631579,3.15384615384615,3.90909090909091,3.2,3.13333333333333,4.6,3.66666666666667,2,4.57142857142857,2.95
"50","R_1Nt9yJMyvxl2CVT",2.66666666666667,4,4.375,4.34782608695652,4.54166666666667,2.125,2.5,1.5,2.15384615384615,2.57142857142857,3.6,3,4.66666666666667,2.5,1,3.71428571428571,7,33,6,3.33333333333333,2.9,3.85,5.6875,1.65,4.14285714285714,3.75,6.25,2.6875,1,3.7,2.2,1.5,3.77777777777778,3.83333333333333,5.36363636363636,3.26315789473684,4.38461538461539,3.90909090909091,3.8,2.86666666666667,4.4,4.44444444444444,4.53846153846154,5,3.3
"51","R_1NttJnFntvZrfN7",2.44444444444444,2.91666666666667,2.79166666666667,3.17391304347826,3.5,2.875,1.66666666666667,2.1,3,1.42857142857143,2.8,3.125,3.33333333333333,2.72222222222222,3.83333333333333,3.42857142857143,5,11,5,5,3.2,3.65,3.75,1.1,3.85714285714286,2.8125,8,2.8125,3.83333333333333,3.73333333333333,2.3,2.33333333333333,2.88888888888889,3.77777777777778,3.81818181818182,4.78947368421053,2.92307692307692,2.81818181818182,3.4,2.93333333333333,3.4,3.55555555555556,2.84615384615385,3.21428571428571,3.55
"52","R_1OosO7gNfD0N8fc",2.38888888888889,3.20833333333333,3.20833333333333,2.82608695652174,3.83333333333333,3.04166666666667,2,2.8,3.53846153846154,3.85714285714286,2.6,3.125,4,3.72222222222222,2.61111111111111,2.21428571428571,5,21,7,2,2.05,2.45,6.625,2.2,2.78571428571429,2.1875,5.75,3.5625,2.61111111111111,2.56666666666667,2.7,3.27777777777778,2.66666666666667,2.44444444444444,6.81818181818182,2.31578947368421,3.53846153846154,2.27272727272727,2.2,1.86666666666667,3.6,3.77777777777778,3.07692307692308,4.14285714285714,2.65
"53","R_1Or6Lkqr8Z5rq8E",3.44444444444444,2.91666666666667,2.58333333333333,2.17391304347826,3.20833333333333,3.375,1,2.8,3.84615384615385,4.14285714285714,1.4,1.625,5,5.83333333333333,5.88888888888889,2.35714285714286,6,12,4,1.4,1.45,2,5.625,2.45,2.78571428571429,2.0625,7.5,5.875,5.88888888888889,2.23333333333333,2.8,3,1.72222222222222,2.05555555555556,5.81818181818182,1.42105263157895,4,4.36363636363636,1.6,1.2,1.6,1,2.92307692307692,3.5,1.65
"54","R_1pPCPYvyMjc7FTc",2.83333333333333,3.95833333333333,3.45833333333333,3.91304347826087,NA,3.04166666666667,2.33333333333333,NA,2.61538461538462,NA,4.2,4,2.33333333333333,3.55555555555556,1.38888888888889,2.14285714285714,6,14,5,3.2,NA,3.5,6.75,2.35,3.14285714285714,3.6875,5.25,3.4375,1.38888888888889,2.66666666666667,3,NA,3.38888888888889,3.44444444444444,7,3,NA,3.36363636363636,1.8,NA,3.4,4.22222222222222,3.53846153846154,5,NA
"55","R_1pZ4ifvrfUm3q1S",2.61111111111111,3.125,3.5,NA,NA,2.875,2.5,2.2,2.92307692307692,3.14285714285714,3.2,3.625,3.66666666666667,4.33333333333333,3.77777777777778,3.07142857142857,6,25,7,3.2,4.3,2.85,4.75,1.9,3.78571428571429,2.8125,6.75,4.25,3.77777777777778,3.36666666666667,2.7,2.33333333333333,3.5,2.77777777777778,4.63636363636364,3.31578947368421,3.38461538461538,2.81818181818182,NA,4.4,3.4,NA,3.38461538461538,3.71428571428571,3.25
"56","R_1qagK4iWnq5ckLh",1.94444444444444,3.375,2.625,1.43478260869565,4.16666666666667,3.375,1.16666666666667,3.7,3.69230769230769,4.71428571428571,3.4,2.625,2.33333333333333,2.5,1.55555555555556,2.57142857142857,6,11,5,1.53333333333333,1.9,3.1,5.875,2.65,2.21428571428571,1.875,7.5,2.3125,1.55555555555556,2.16666666666667,2.2,4.11111111111111,2.05555555555556,3.16666666666667,5.72727272727273,1.47368421052632,3.53846153846154,2,3.8,1.53333333333333,4,1.22222222222222,1.53846153846154,4,2.35
"57","R_1qfWXA1fMGX9n45",2.27777777777778,3.83333333333333,3.5,3.30434782608696,4.29166666666667,2.83333333333333,1.66666666666667,2.3,2.76923076923077,2.85714285714286,3.4,3.375,2.33333333333333,3.72222222222222,2.11111111111111,3.28571428571429,6,20,6,2.66666666666667,2,3.6,6.5,2.35,3.85714285714286,3.0625,7.75,3.6875,2.11111111111111,3.43333333333333,3.3,2.55555555555556,3.66666666666667,3.61111111111111,6.54545454545455,2.52631578947368,3.76923076923077,3.18181818181818,3.6,2,4.2,3.66666666666667,3.15384615384615,4.71428571428571,3.3
"58","R_1qU5LWZoV1py0HN",3.11111111111111,4.25,3.33333333333333,3.82608695652174,3.95833333333333,2.83333333333333,1.83333333333333,2,3.23076923076923,3.14285714285714,4,3.375,4.66666666666667,4.22222222222222,1.88888888888889,NA,5,23,6,3.4,1.8,3.4,5.9375,1.8,3.92857142857143,2.5,5.75,4.375,1.88888888888889,NA,2.3,1.94444444444444,3,3.38888888888889,6.18181818181818,3.26315789473684,3.61538461538462,3.27272727272727,3.8,1.86666666666667,4.6,3.55555555555556,3.15384615384615,4.14285714285714,3.35
"59","R_1rGLdEBCXTJwazq",2.27777777777778,3.70833333333333,3.29166666666667,3.26086956521739,4.20833333333333,3,1.33333333333333,3.3,2.76923076923077,3.14285714285714,3.4,3.5,2,2.5,1.55555555555556,3.57142857142857,9,31,6,2.66666666666667,1.3,3.55,6.625,1.6,3.35714285714286,2.75,8,2.375,1.55555555555556,3.6,2.2,3.55555555555556,2.55555555555556,3.5,7,2.63157894736842,4.07692307692308,2.36363636363636,3.6,1.33333333333333,4.6,3.22222222222222,3.23076923076923,4.85714285714286,3.25
"60","R_20MeJa81vHXylqY",2.05555555555556,3.70833333333333,4,2.95652173913043,3.91666666666667,2.625,1.66666666666667,NA,2.61538461538462,3.14285714285714,3,3.875,3.33333333333333,2.94444444444444,2,2.21428571428571,5,24,6,1.86666666666667,1.8,3.5,6.4375,2.75,2.71428571428571,2.6875,4.5,3.125,2,2.36666666666667,3,NA,3.38888888888889,3.61111111111111,6.36363636363636,1.89473684210526,4.38461538461539,2.18181818181818,3.2,1.53333333333333,4,2.77777777777778,2.92307692307692,4.5,3.3
"61","R_21yoOmzIHnkYJx7",3,3.375,3.33333333333333,2.39130434782609,3.70833333333333,4.16666666666667,2.16666666666667,2.7,3.61538461538462,4.42857142857143,3,3.25,3.66666666666667,5.33333333333333,2.44444444444444,2.35714285714286,7,15,5,4.93333333333333,3.65,1.9,4.375,2.55,3.07142857142857,1.6875,6,5.5,2.44444444444444,2.46666666666667,3.6,3.22222222222222,2.94444444444444,1.88888888888889,4.54545454545455,4.68421052631579,3.38461538461538,4,2.4,3.73333333333333,3.8,1.66666666666667,2.46153846153846,4.21428571428571,2.6
"62","R_23fxYANR4VGBgNI",2.77777777777778,3.95833333333333,3.41666666666667,3.17391304347826,3,2.5,1.16666666666667,1.2,3.07692307692308,3.42857142857143,2.4,1.875,3,1.55555555555556,1.5,3.71428571428571,7,15,5,1.66666666666667,1.85,3.5,6.625,1.45,3.92857142857143,2.3125,7.75,1.625,1.5,3.56666666666667,1.6,1.33333333333333,2.88888888888889,3.55555555555556,7,1.57894736842105,3.07692307692308,3.45454545454545,2.4,1.46666666666667,4,2,4.23076923076923,2.78571428571429,2.25
"63","R_240Hxu5zyzfR4js",2.16666666666667,3.75,2.83333333333333,2.65217391304348,3.70833333333333,3.5,1,2.8,4,4.28571428571429,3.2,3.125,4.33333333333333,6,2.61111111111111,2.28571428571429,7,13,3,3.53333333333333,3.8,1.5,4.6875,3.05,2.21428571428571,2.3125,7.25,6,2.61111111111111,2.13333333333333,2.9,3.55555555555556,1.94444444444444,1.44444444444444,4.54545454545455,3.47368421052632,3,3,3.8,3.73333333333333,3.8,1.66666666666667,3.61538461538462,4.14285714285714,2.65
"64","R_24CzaCs2KMUFQoB",2.55555555555556,3.25,NA,3.26086956521739,3.08333333333333,3.875,3.16666666666667,2.5,3,3.42857142857143,3.4,3.5,3.66666666666667,5.88888888888889,3,1.71428571428571,8,26,7,3.53333333333333,2.85,2.75,5,2.7,3.14285714285714,1.625,5.5,6,3,2.23333333333333,3.6,2.83333333333333,3.55555555555556,2.83333333333333,5.54545454545455,3.52631578947368,2.84615384615385,2.81818181818182,2.4,2.66666666666667,3.6,2.77777777777778,3.46153846153846,3.28571428571429,3.15
"65","R_24H26j93oct4T21",2.66666666666667,3.625,3.70833333333333,3.52173913043478,4.08333333333333,4.04166666666667,1.16666666666667,2.5,2.46153846153846,4,4.4,3.375,4.33333333333333,4.66666666666667,2.11111111111111,1.64285714285714,7,16,7,2.73333333333333,2.25,3.75,5.75,2.25,3.5,1.8125,4.5,4.75,2.11111111111111,2.63333333333333,3.8,3.05555555555556,3.94444444444444,3.83333333333333,5.27272727272727,2.84210526315789,2.38461538461538,3,3.2,1.8,3.8,3,2.92307692307692,5,3.15
"66","R_24u7lSZYI42RpFi",2.61111111111111,3.375,2.75,3.17391304347826,3.45833333333333,2.91666666666667,2.33333333333333,3,3.69230769230769,2.71428571428571,2.2,4.125,4.33333333333333,5.55555555555556,5.11111111111111,3.14285714285714,5,13,6,2.73333333333333,1.5,2.65,4.5,1.65,3,2.875,5,5.5625,5.11111111111111,3.1,1.2,3.55555555555556,2.27777777777778,2.61111111111111,5.09090909090909,2.78947368421053,2.38461538461538,3.27272727272727,1.8,1.2,3.6,2.66666666666667,3.53846153846154,4,3.35
"67","R_25HP96RQrX56gnX",2.5,3.45833333333333,3.33333333333333,2.95652173913043,2.91666666666667,2.83333333333333,1.66666666666667,2.3,3.69230769230769,3.42857142857143,2.6,2.875,2.66666666666667,4.38888888888889,4.38888888888889,3,6,12,4,3.06666666666667,4,2.35,3.375,2.2,3.28571428571429,2.8125,6,4.5,4.38888888888889,2.96666666666667,2.8,2.27777777777778,2.77777777777778,2.27777777777778,3.45454545454545,3.10526315789474,3.53846153846154,2.63636363636364,2.4,3.8,4,3,3.30769230769231,2.5,2.7
"68","R_2712FIcrBaS1CUy",2.94444444444444,2.91666666666667,3.70833333333333,3.21739130434783,3.16666666666667,3.29166666666667,3.16666666666667,2.5,3.23076923076923,2.42857142857143,3.2,NA,4.33333333333333,4.94444444444444,3.33333333333333,2.64285714285714,5,21,7,2.6,3.05,NA,4.5625,2.8,3.21428571428571,2.3125,8.75,4.9375,3.33333333333333,2.56666666666667,3.3,2.61111111111111,3,NA,5,2.73684210526316,3.07692307692308,2.63636363636364,2.2,3.06666666666667,3,3.44444444444444,3.38461538461538,3.71428571428571,NA
"69","R_271YPhnkuc2kzUr",3.11111111111111,4.04166666666667,3,3,4.16666666666667,3.33333333333333,3,2.4,3.61538461538462,2.28571428571429,3.6,4.875,3.66666666666667,5.83333333333333,1.38888888888889,2.28571428571429,6,21,6,2.8,2.6,2.9,5.75,2,2.85714285714286,2.8125,7,6.0625,1.38888888888889,2.66666666666667,3.1,2.83333333333333,1.72222222222222,2.94444444444444,5.63636363636364,2.78947368421053,4.23076923076923,3.18181818181818,3.2,2.26666666666667,4.8,3.33333333333333,2.84615384615385,4.78571428571429,4.15
"70","R_272Q568xaOi2Ki4",2.27777777777778,3.58333333333333,2.79166666666667,2.8695652173913,4.29166666666667,3.08333333333333,2.66666666666667,2.7,3.69230769230769,3.71428571428571,3,2.5,3.33333333333333,2.94444444444444,3.16666666666667,3,6,29,6,2.13333333333333,1.8,NA,6.25,1.95,3.14285714285714,2.5625,7,2.875,3.16666666666667,3.2,1.8,2.83333333333333,1.66666666666667,NA,6.45454545454545,2.05263157894737,3.46153846153846,2.54545454545455,3,1.66666666666667,3.8,2.66666666666667,2.76923076923077,4.78571428571429,2.55
"71","R_27EfpNlHmyOYear",2.94444444444444,3.41666666666667,2.5,3.17391304347826,3.91666666666667,4.08333333333333,2,2.9,3.84615384615385,2.71428571428571,4.2,3.125,4,3.44444444444444,1.5,2.85714285714286,9,28,4,3.86666666666667,2.3,3.1,5.5,2.65,3.5,1.9375,7,3.5,1.5,2.8,3.6,3.22222222222222,1.88888888888889,3.11111111111111,5.72727272727273,3.68421052631579,2.53846153846154,3.54545454545455,4.4,2.4,3.2,2.55555555555556,2.84615384615385,4.35714285714286,3.45
"72","R_27H80XvN1fHZY5i",2.16666666666667,2.58333333333333,3.875,3.39130434782609,4.04166666666667,3.08333333333333,1.16666666666667,1.6,2,1,3.4,5,4.66666666666667,3,1.33333333333333,4.5,6,18,6,4.26666666666667,1.95,3.7,4.75,1.65,4.14285714285714,3.5625,5.25,3.0625,1.33333333333333,4.2,3.4,1.94444444444444,3.16666666666667,3.72222222222222,4.36363636363636,4.36842105263158,4.38461538461539,1.45454545454545,2.2,1.8,2.2,2.44444444444444,4.07692307692308,4.71428571428571,4.6
"73","R_27riF55soQdw6Dv",2.94444444444444,4.25,4.58333333333333,3,3.70833333333333,2.79166666666667,1.5,2.1,1.46153846153846,3.14285714285714,4,3.125,3.66666666666667,3.38888888888889,1.55555555555556,2.64285714285714,5,9,5,2.93333333333333,2.25,2.55,6.625,2.45,3.71428571428571,3.0625,9,3.25,1.55555555555556,2.86666666666667,2.7,2.22222222222222,4.27777777777778,2.5,6.45454545454545,2.94736842105263,4.76923076923077,3.90909090909091,1.8,1.93333333333333,5,1.77777777777778,4.46153846153846,4.78571428571429,3.25
"74","R_27sBc2YqgOcJHKO",2.16666666666667,3.75,3.66666666666667,3.65217391304348,4.58333333333333,2.45833333333333,1.5,1.7,2.76923076923077,3.14285714285714,3.2,3,4,3.44444444444444,1.66666666666667,3.5,7,29,5,4.73333333333333,1.9,3.5,5.875,1.65,4.07142857142857,4,6,3.625,1.66666666666667,3.76666666666667,2,1.72222222222222,3.11111111111111,3.5,6,4.15789473684211,4.15384615384615,2.90909090909091,4,1.53333333333333,3.8,3.66666666666667,3.76923076923077,4.64285714285714,3
"75","R_27vTyUXDB7mwOJr",2.88888888888889,4.25,4.08333333333333,2.82608695652174,3.625,3.375,2,3,2.07692307692308,4.14285714285714,2.8,2,4.66666666666667,2.72222222222222,5.33333333333333,2.57142857142857,5,14,5,1.26666666666667,1.15,3.35,6.875,2.55,3.28571428571429,2,5.5,2.6875,5.33333333333333,2.83333333333333,3.5,3.38888888888889,4.16666666666667,3.44444444444444,7,1.26315789473684,4.30769230769231,4.09090909090909,2.6,1.06666666666667,4.6,1.88888888888889,3.76923076923077,3.92857142857143,2.15
"76","R_28B7g9g69iTO2LP",3.16666666666667,4,2.91666666666667,2.8695652173913,3.66666666666667,4.125,1.5,3.2,3.23076923076923,3.14285714285714,2,4,2.66666666666667,6.22222222222222,3.66666666666667,1.92857142857143,8,24,6,3.13333333333333,2.35,1.95,5.4375,2.8,3.14285714285714,2.0625,7,6.4375,3.66666666666667,2.16666666666667,3.8,3.44444444444444,3.16666666666667,1.88888888888889,5.45454545454545,3.15789473684211,2.23076923076923,4,3,2.53333333333333,3.8,2.22222222222222,3,4.64285714285714,3.1
"77","R_28ZhEOauAbLbsdX",2.38888888888889,4.08333333333333,3.91666666666667,3,4.54166666666667,2.875,1,1.6,2.46153846153846,2.71428571428571,1.6,3.625,3.66666666666667,2.16666666666667,NA,3.07142857142857,7,24,5,1.46666666666667,2.6,2.95,6.5,1.3,3.92857142857143,3,4.25,2.1875,NA,3.43333333333333,2.2,1.72222222222222,3.66666666666667,2.83333333333333,6.54545454545455,1.84210526315789,4.15384615384615,3,3.4,2.4,4.6,3.66666666666667,3.07692307692308,4.92857142857143,3
"78","R_29mMC0XAWgx6OUf",2.83333333333333,3.54166666666667,2.125,2.1304347826087,3.625,4.54166666666667,1.33333333333333,3,4.07692307692308,4.14285714285714,3.8,4.25,5,4.61111111111111,1.38888888888889,1.42857142857143,6,19,6,4.2,2.3,2.55,6.1875,3.1,2.21428571428571,2.125,4.25,4.6875,1.38888888888889,1.83333333333333,4.3,3.22222222222222,1.5,2.61111111111111,6.54545454545455,3.89473684210526,2.76923076923077,3.09090909090909,2.6,2.06666666666667,3.4,1.77777777777778,1.76923076923077,4.21428571428571,3.3
"79","R_2aDM2dIgaqVofDi",2.5,4.33333333333333,2.41666666666667,3.26086956521739,4.29166666666667,4.20833333333333,1.33333333333333,3.2,4.53846153846154,3.28571428571429,1.6,3.625,2,4.88888888888889,4.72222222222222,1.35714285714286,5,12,5,2.33333333333333,1.5,3.25,6.9375,2.9,2.42857142857143,1.9375,5.75,4.9375,4.72222222222222,2.06666666666667,3.8,3.77777777777778,2.5,3.22222222222222,6.90909090909091,2.15789473684211,2.46153846153846,3,3.6,1.46666666666667,4.4,3.66666666666667,1.38461538461538,5.07142857142857,2.8
"80","R_2AFpHs4qgeVa5DJ",2,3.04166666666667,3.625,3.43478260869565,3.875,2.54166666666667,3.33333333333333,2.1,2.07692307692308,2,3.4,3.125,3.33333333333333,3,2.88888888888889,3.28571428571429,7,23,6,3,3.75,3.6,4.875,1.2,3.71428571428571,3,4.5,3,2.88888888888889,3.73333333333333,2,2.27777777777778,3.61111111111111,3.55555555555556,5,3.10526315789474,4,2,3.8,3.6,3.4,3.77777777777778,3.07692307692308,3.85714285714286,3.5
"81","R_2aPiqdsEQWRDRNA",2.27777777777778,NA,3.625,3.60869565217391,3.83333333333333,2.91666666666667,3,2.3,3.23076923076923,2.42857142857143,2.2,3.625,3.33333333333333,3.5,3.72222222222222,2.78571428571429,9,31,5,5.8,3.75,3.2,5.125,2.05,3.92857142857143,3,5.25,3.4375,3.72222222222222,3.13333333333333,2.3,2.16666666666667,3.33333333333333,3.22222222222222,5.27272727272727,5.57894736842105,2.69230769230769,3.18181818181818,3.8,3.66666666666667,NA,3.66666666666667,3.92307692307692,4,3.25
"82","R_2awt5rZxDS4AMGH",2.72222222222222,4.16666666666667,3.20833333333333,2.73913043478261,3.83333333333333,3,2.16666666666667,2.1,2.46153846153846,3.14285714285714,1.8,2.625,3,4.27777777777778,4.11111111111111,3.5,6,18,5,3.26666666666667,1.55,3.25,5.375,1.25,4,2.4375,7,4.3125,4.11111111111111,3.8,2.2,2.27777777777778,2.94444444444444,3.33333333333333,5.54545454545455,3.21052631578947,3.69230769230769,3.54545454545455,3.4,1.53333333333333,4.8,2.33333333333333,3.30769230769231,4.21428571428571,2.5
"83","R_2b1wCauaG4LqsZm",2.38888888888889,4.33333333333333,4.04166666666667,3.65217391304348,4.125,2.83333333333333,1,1.3,2.23076923076923,2.28571428571429,2.6,4,3,4.44444444444444,2.33333333333333,2.35714285714286,7,24,6,1.13333333333333,1.6,3.2,6.3125,2.15,2.85714285714286,2.6875,7,4.5625,2.33333333333333,2.43333333333333,2.9,1.5,3.94444444444444,3.22222222222222,6.63636363636364,1.52631578947368,4,2.63636363636364,2.8,1.2,5,4,3.76923076923077,4.64285714285714,3.55
"84","R_2bGWZuWMsEpmrGl",3,3.66666666666667,3.20833333333333,2.8695652173913,3.29166666666667,3.16666666666667,1,2.1,2.76923076923077,3.14285714285714,3.6,3.125,4,4.38888888888889,1.83333333333333,4.42857142857143,6,14,4,2.86666666666667,3.25,3,6.125,NA,5,3.5625,8.25,4.4375,1.83333333333333,NA,2.6,2.05555555555556,2.77777777777778,3.11111111111111,6.54545454545455,2.73684210526316,3.07692307692308,3.63636363636364,3.2,3.2,4.4,2.44444444444444,3,3.5,3.15
"85","R_2c1SjbSoLWRgDGr",2.61111111111111,3.79166666666667,4.58333333333333,3.39130434782609,3.875,1.54166666666667,3.33333333333333,1.2,2.15384615384615,1.57142857142857,3.2,3.375,3,2.33333333333333,1.77777777777778,3.5,8,25,6,3.06666666666667,1.85,3.15,5.3125,1.45,3.92857142857143,2.9375,9,2.375,1.77777777777778,3.86666666666667,1.7,1.38888888888889,4.05555555555556,3.11111111111111,5.45454545454545,2.84210526315789,4.61538461538461,2.54545454545455,2.6,1.6,4.2,3.88888888888889,4.46153846153846,3.64285714285714,3.7
"86","R_2cbmmIytmEFuY9i",3.5,4.66666666666667,4.125,4.26086956521739,3.79166666666667,2.625,NA,1,NA,4.28571428571429,4.2,2.75,2.33333333333333,4.33333333333333,2.5,3.35714285714286,5,25,7,1.8,1.65,3.75,5.875,1.75,4.28571428571429,3.8125,5.5,4.4375,2.5,3.36666666666667,2.2,1.22222222222222,4.16666666666667,3.72222222222222,5.45454545454545,1.84210526315789,3.53846153846154,4.27272727272727,3.4,1.4,5,4.33333333333333,4.46153846153846,4.21428571428571,2.75
"87","R_2czHubsr69K5b43",2.72222222222222,3.41666666666667,3.70833333333333,3.17391304347826,3.66666666666667,2.91666666666667,2.5,2,2.46153846153846,2.85714285714286,4.2,2.625,4.33333333333333,3.66666666666667,1.72222222222222,2.78571428571429,7,34,6,3.2,2.55,3.75,5.75,1.95,3.78571428571429,3.0625,6.5,3.875,1.72222222222222,3.2,2.8,2.22222222222222,3.38888888888889,3.83333333333333,5.90909090909091,3.15789473684211,4.23076923076923,3,2,2.33333333333333,3.2,2.55555555555556,3.15384615384615,4.42857142857143,3.2
"88","R_2CZnvP0Qk3eclhc",3.27777777777778,4.91666666666667,4.29166666666667,3.8695652173913,4.29166666666667,2.41666666666667,1,2.2,3.07692307692308,4.71428571428571,1.8,3.875,4.66666666666667,2.88888888888889,4.38888888888889,2.85714285714286,5,12,4,1.66666666666667,2.1,3.05,7,2.8,4.07142857142857,3.6875,8,2.875,4.38888888888889,3.06666666666667,3.1,2.22222222222222,4.5,3.05555555555556,7,1.57894736842105,3.69230769230769,4.09090909090909,2.2,1.73333333333333,5,3.22222222222222,3.92307692307692,5.14285714285714,2.45
"89","R_2dmSFM6tE0C0idm",2.27777777777778,3.41666666666667,3.95833333333333,3.82608695652174,4.29166666666667,2.91666666666667,1.33333333333333,2.7,2.23076923076923,3.85714285714286,4.2,2.875,3,4.55555555555556,2.05555555555556,3,5,19,6,4.06666666666667,1.9,2.8,4.4375,1.7,3.14285714285714,2.25,4.75,4.6875,2.05555555555556,3.1,2.9,2.94444444444444,3.72222222222222,2.77777777777778,4.54545454545455,4.05263157894737,3.92307692307692,1.90909090909091,3.8,1.8,3.2,4.33333333333333,3.84615384615385,4.71428571428571,2.95
"90","R_2drNa7r2StnKLey",2.55555555555556,3.625,3.75,3.60869565217391,4,3.45833333333333,2.5,2.3,2.92307692307692,1.71428571428571,2.4,3.875,4.33333333333333,4.44444444444444,1.72222222222222,2.64285714285714,6,27,6,4.6,2.7,3.1,6.8125,2.35,3.14285714285714,2.625,6,4.3125,1.72222222222222,2.76666666666667,3.3,2.88888888888889,3.27777777777778,3.11111111111111,6.72727272727273,4.21052631578947,3.61538461538462,2.36363636363636,2.6,2.4,3.6,3.66666666666667,2.84615384615385,4.85714285714286,3.65
"91","R_2E4DCK7Yy9SzZGw",3.27777777777778,3.29166666666667,3.16666666666667,4.39130434782609,4.54166666666667,2.75,1.5,2.3,3,3.14285714285714,3,1.75,3.33333333333333,2.22222222222222,1.72222222222222,3.35714285714286,5,24,6,2.6,2.7,3.95,6.3125,1.25,3.85714285714286,3.375,7.5,2.125,1.72222222222222,3.8,2.2,2.66666666666667,3.27777777777778,3.94444444444444,6.54545454545455,2.84210526315789,3.92307692307692,4,4,2.66666666666667,4.4,4.66666666666667,2.76923076923077,4.57142857142857,2.45
"92","R_2e8Yh6xSTzuW0Yy",2.38888888888889,3.54166666666667,3.79166666666667,3.26086956521739,4.04166666666667,2.91666666666667,2.83333333333333,2,2.07692307692308,2.57142857142857,3.8,4,3.66666666666667,4.38888888888889,3.72222222222222,2.57142857142857,5,12,5,2.4,NA,3.05,6.0625,NA,3.21428571428571,2.625,7.5,4.5625,3.72222222222222,2.83333333333333,2.1,1.88888888888889,3.94444444444444,3.11111111111111,6.27272727272727,2.57894736842105,3.61538461538462,3,3.6,4.33333333333333,3.2,2.55555555555556,3.53846153846154,4.28571428571429,3.75
"93","R_2EmILdFrAcXoxp3",2.66666666666667,3.33333333333333,3.75,3.73913043478261,4.25,2.29166666666667,1,1.9,2,2,3.8,4.125,3,3.55555555555556,1.5,2.71428571428571,8,26,5,3.2,2.9,3.45,5.875,1.4,3.71428571428571,2.9375,7.75,3.5,1.5,3.33333333333333,2.3,2.22222222222222,3.5,3.44444444444444,6,3.26315789473684,4.15384615384615,3,3.4,2.73333333333333,3.2,3.66666666666667,3.46153846153846,4.78571428571429,4
"94","R_2eUNYQaPxDnlY71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","R_2f1jarg3gMpKNhZ",2.44444444444444,3.70833333333333,3.25,3.43478260869565,3.375,3.33333333333333,2.5,2.3,3.53846153846154,2.57142857142857,3.2,3.25,2,4.22222222222222,3,2.14285714285714,7,24,5,3.86666666666667,2.1,3.3,5.9375,1.75,2.64285714285714,2.3125,6.75,4.25,3,2.63333333333333,2.5,2.77777777777778,3.16666666666667,3.33333333333333,5.63636363636364,3.52631578947368,2.46153846153846,2.72727272727273,2.6,2,4.2,3.33333333333333,3.07692307692308,3.71428571428571,3.3
"96","R_2fiCNMOv4DsLkuq",2.55555555555556,3.5,2.95833333333333,3.78260869565217,3.66666666666667,2.70833333333333,3,2.5,3.07692307692308,3,3,3,3,2.83333333333333,2.55555555555556,2.78571428571429,8,20,6,4,4,2.9,5.125,2.6,4,2.9375,7,2.9375,2.55555555555556,2.96666666666667,2.6,2.5,2.5,2.88888888888889,5.54545454545455,3.89473684210526,2.92307692307692,3.09090909090909,3,3.86666666666667,3.8,4.11111111111111,3.61538461538462,4.07142857142857,3
"97","R_2geOPAWJzsl6k93",3.27777777777778,3.83333333333333,3.83333333333333,2.82608695652174,3.54166666666667,4.125,1.16666666666667,2.7,3.53846153846154,3.57142857142857,4.6,3.625,5,5.94444444444444,NA,1.71428571428571,6,23,5,1.93333333333333,1.55,3.7,6.375,3.2,2.42857142857143,1.375,6.25,5.9375,NA,1.93333333333333,4.2,3,3.22222222222222,3.66666666666667,6.36363636363636,1.94736842105263,3.92307692307692,3.63636363636364,2.4,1.46666666666667,4.2,2.44444444444444,3,4.42857142857143,3.45
"98","R_2OIIErppTm6s7ql",NA,3.875,4.29166666666667,3,4.375,2.75,1.33333333333333,2.9,1.84615384615385,4.71428571428571,2.6,3,4,5.61111111111111,4.22222222222222,3.28571428571429,6,19,6,2.46666666666667,2.35,2,5.8125,2.25,3.42857142857143,2.1875,4,5.6875,4.22222222222222,3,2.8,3.11111111111111,4.22222222222222,2.11111111111111,5.27272727272727,2.47368421052632,4.69230769230769,NA,3.4,2.13333333333333,4.2,2,2.69230769230769,4.92857142857143,2.3
